app_config_id,deadline,delta_t,e_fail,e_fail_multiplier,lambda,num_nodes,repetition_id,restart_overhead,dynamic__off__off,dynamic__independent__off,random__off__off,random__independent__off,static_foresighted_expected_error__off__off,static_foresighted_expected_error__independent__off,static_foresighted_error_level__off__off,static_foresighted_error_level__independent__off,static_foresighted_probability_success__off__off,static_foresighted_probability_success__independent__off,static_foresighted_success_error_ratio__off__off,static_foresighted_success_error_ratio__independent__off,static_nearsighted_expected_error__off__off,static_nearsighted_expected_error__independent__off,static_nearsighted_error_level__off__off,static_nearsighted_error_level__independent__off,static_nearsighted_probability_success__off__off,static_nearsighted_probability_success__independent__off,static_nearsighted_success_error_ratio__off__off,static_nearsighted_success_error_ratio__independent__off,num_tasks,num_options_per_task,p_fastest_single,p_slowest_single,max_error
2,10000.0,5.0,4823.1519,2.0,0.001,1,1,0.0,38.4922,38.4922,76.8927,300.91,38.4922,38.4922,16.4982,16.4982,150.635,150.635,16.4982,16.4982,38.4922,38.4922,16.4982,16.4982,150.635,150.635,16.4982,16.4982,4,"[2, 3, 2, 4]",0.41439503867138683,0.02223552635372223,2411.575937605661
2,10000.0,5.0,12057.8797,5.0,0.001,1,1,0.0,38.4922,38.4922,128.974,115.293,38.4922,38.4922,16.4982,16.4982,150.635,150.635,16.4982,16.4982,38.4922,38.4922,16.4982,16.4982,150.635,150.635,16.4982,16.4982,4,"[2, 3, 2, 4]",0.41439503867138683,0.02223552635372223,2411.575937605661
2,10000.0,5.0,4823.1519,2.0,0.001,1,2,0.0,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4,"[2, 3, 2, 4]",0.41439503867138683,0.02223552635372223,2411.575937605661
2,10000.0,5.0,12057.8797,5.0,0.001,1,2,0.0,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,4,"[2, 3, 2, 4]",0.41439503867138683,0.02223552635372223,2411.575937605661
2,10000.0,5.0,4823.1519,2.0,0.001,1,3,0.0,38.4922,38.4922,4823.15,601.462,38.4922,38.4922,4823.15,4823.15,150.635,150.635,4823.15,4823.15,38.4922,38.4922,4823.15,4823.15,150.635,150.635,4823.15,4823.15,4,"[2, 3, 2, 4]",0.41439503867138683,0.02223552635372223,2411.575937605661
2,10000.0,5.0,12057.8797,5.0,0.001,1,3,0.0,38.4922,38.4922,153.694,12057.9,38.4922,38.4922,12057.9,12057.9,150.635,150.635,12057.9,12057.9,38.4922,38.4922,12057.9,12057.9,150.635,150.635,12057.9,12057.9,4,"[2, 3, 2, 4]",0.41439503867138683,0.02223552635372223,2411.575937605661
2,10000.0,5.0,4823.1519,2.0,0.001,1,4,0.0,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,4,"[2, 3, 2, 4]",0.41439503867138683,0.02223552635372223,2411.575937605661
2,10000.0,5.0,12057.8797,5.0,0.001,1,4,0.0,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,4,"[2, 3, 2, 4]",0.41439503867138683,0.02223552635372223,2411.575937605661
2,10000.0,5.0,4823.1519,2.0,0.001,1,5,0.0,38.4922,38.4922,616.239,431.421,38.4922,38.4922,16.4982,16.4982,150.635,150.635,16.4982,16.4982,38.4922,38.4922,16.4982,16.4982,150.635,150.635,16.4982,16.4982,4,"[2, 3, 2, 4]",0.41439503867138683,0.02223552635372223,2411.575937605661
2,10000.0,5.0,12057.8797,5.0,0.001,1,5,0.0,38.4922,38.4922,440.183,1033.63,38.4922,38.4922,16.4982,16.4982,150.635,150.635,16.4982,16.4982,38.4922,38.4922,16.4982,16.4982,150.635,150.635,16.4982,16.4982,4,"[2, 3, 2, 4]",0.41439503867138683,0.02223552635372223,2411.575937605661
2,10000.0,5.0,4823.1519,2.0,0.001,1,6,0.0,38.4922,38.4922,150.635,4823.15,38.4922,38.4922,16.4982,16.4982,150.635,150.635,16.4982,16.4982,38.4922,38.4922,16.4982,16.4982,150.635,150.635,16.4982,16.4982,4,"[2, 3, 2, 4]",0.41439503867138683,0.02223552635372223,2411.575937605661
2,10000.0,5.0,12057.8797,5.0,0.001,1,6,0.0,38.4922,38.4922,65.875,12057.9,38.4922,38.4922,16.4982,16.4982,150.635,150.635,16.4982,16.4982,38.4922,38.4922,16.4982,16.4982,150.635,150.635,16.4982,16.4982,4,"[2, 3, 2, 4]",0.41439503867138683,0.02223552635372223,2411.575937605661
2,10000.0,5.0,4823.1519,2.0,0.001,1,7,0.0,38.4922,38.4922,214.942,4823.15,38.4922,38.4922,16.4982,16.4982,150.635,150.635,16.4982,16.4982,38.4922,38.4922,16.4982,16.4982,150.635,150.635,16.4982,16.4982,4,"[2, 3, 2, 4]",0.41439503867138683,0.02223552635372223,2411.575937605661
2,10000.0,5.0,12057.8797,5.0,0.001,1,7,0.0,38.4922,38.4922,128.974,12057.9,38.4922,38.4922,16.4982,16.4982,150.635,150.635,16.4982,16.4982,38.4922,38.4922,16.4982,16.4982,150.635,150.635,16.4982,16.4982,4,"[2, 3, 2, 4]",0.41439503867138683,0.02223552635372223,2411.575937605661
2,10000.0,5.0,4823.1519,2.0,0.001,1,8,0.0,4823.15,4823.15,4823.15,27.4952,4823.15,4823.15,4823.15,4823.15,150.635,150.635,4823.15,4823.15,4823.15,4823.15,4823.15,4823.15,150.635,150.635,4823.15,4823.15,4,"[2, 3, 2, 4]",0.41439503867138683,0.02223552635372223,2411.575937605661
2,10000.0,5.0,12057.8797,5.0,0.001,1,8,0.0,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,150.635,150.635,12057.9,12057.9,12057.9,12057.9,12057.9,12057.9,150.635,150.635,12057.9,12057.9,4,"[2, 3, 2, 4]",0.41439503867138683,0.02223552635372223,2411.575937605661
2,10000.0,5.0,4823.1519,2.0,0.001,1,9,0.0,38.4922,38.4922,4823.15,109.784,38.4922,38.4922,16.4982,16.4982,150.635,150.635,16.4982,16.4982,38.4922,38.4922,16.4982,16.4982,150.635,150.635,16.4982,16.4982,4,"[2, 3, 2, 4]",0.41439503867138683,0.02223552635372223,2411.575937605661
2,10000.0,5.0,12057.8797,5.0,0.001,1,9,0.0,38.4922,38.4922,76.8927,107.599,38.4922,38.4922,16.4982,16.4982,150.635,150.635,16.4982,16.4982,38.4922,38.4922,16.4982,16.4982,150.635,150.635,16.4982,16.4982,4,"[2, 3, 2, 4]",0.41439503867138683,0.02223552635372223,2411.575937605661
3,10000.0,5.0,619.6103,2.0,0.001,1,0,0.0,34.3185,34.3185,72.191,156.929,34.3185,34.3185,34.3185,34.3185,104.935,104.935,34.3185,34.3185,34.3185,34.3185,34.3185,34.3185,619.61,619.61,34.3185,34.3185,3,"[4, 2, 4]",0.33959040663747253,0.05892520399412836,309.80515274873693
3,10000.0,5.0,1549.0258,5.0,0.001,1,0,0.0,34.3185,34.3185,1549.03,130.932,34.3185,34.3185,34.3185,34.3185,104.935,104.935,34.3185,34.3185,34.3185,34.3185,34.3185,34.3185,1549.03,1549.03,34.3185,34.3185,3,"[4, 2, 4]",0.33959040663747253,0.05892520399412836,309.80515274873693
3,10000.0,5.0,619.6103,2.0,0.001,1,1,0.0,34.3185,34.3185,221.748,34.3185,34.3185,34.3185,34.3185,34.3185,104.935,104.935,34.3185,34.3185,34.3185,34.3185,34.3185,34.3185,182.925,182.925,34.3185,34.3185,3,"[4, 2, 4]",0.33959040663747253,0.05892520399412836,309.80515274873693
3,10000.0,5.0,1549.0258,5.0,0.001,1,1,0.0,34.3185,34.3185,1549.03,1549.03,34.3185,34.3185,34.3185,34.3185,104.935,104.935,34.3185,34.3185,34.3185,34.3185,34.3185,34.3185,182.925,182.925,34.3185,34.3185,3,"[4, 2, 4]",0.33959040663747253,0.05892520399412836,309.80515274873693
3,10000.0,5.0,619.6103,2.0,0.001,1,2,0.0,34.3185,34.3185,619.61,130.932,34.3185,34.3185,34.3185,34.3185,104.935,104.935,34.3185,34.3185,34.3185,34.3185,34.3185,34.3185,619.61,619.61,34.3185,34.3185,3,"[4, 2, 4]",0.33959040663747253,0.05892520399412836,309.80515274873693
3,10000.0,5.0,1549.0258,5.0,0.001,1,2,0.0,34.3185,34.3185,177.72,72.191,34.3185,34.3185,34.3185,34.3185,104.935,104.935,34.3185,34.3185,34.3185,34.3185,34.3185,34.3185,1549.03,1549.03,34.3185,34.3185,3,"[4, 2, 4]",0.33959040663747253,0.05892520399412836,309.80515274873693
3,10000.0,5.0,619.6103,2.0,0.001,1,3,0.0,34.3185,34.3185,86.5246,182.925,34.3185,34.3185,34.3185,34.3185,104.935,104.935,34.3185,34.3185,34.3185,34.3185,34.3185,34.3185,182.925,182.925,34.3185,34.3185,3,"[4, 2, 4]",0.33959040663747253,0.05892520399412836,309.80515274873693
3,10000.0,5.0,1549.0258,5.0,0.001,1,3,0.0,34.3185,34.3185,265.777,86.9208,34.3185,34.3185,34.3185,34.3185,104.935,104.935,34.3185,34.3185,34.3185,34.3185,34.3185,34.3185,182.925,182.925,34.3185,34.3185,3,"[4, 2, 4]",0.33959040663747253,0.05892520399412836,309.80515274873693
3,10000.0,5.0,619.6103,2.0,0.001,1,4,0.0,34.3185,34.3185,137.854,182.925,34.3185,34.3185,34.3185,34.3185,104.935,104.935,34.3185,34.3185,34.3185,34.3185,34.3185,34.3185,182.925,182.925,34.3185,34.3185,3,"[4, 2, 4]",0.33959040663747253,0.05892520399412836,309.80515274873693
3,10000.0,5.0,1549.0258,5.0,0.001,1,4,0.0,34.3185,34.3185,240.31,104.935,34.3185,34.3185,34.3185,34.3185,104.935,104.935,34.3185,34.3185,34.3185,34.3185,34.3185,34.3185,182.925,182.925,34.3185,34.3185,3,"[4, 2, 4]",0.33959040663747253,0.05892520399412836,309.80515274873693
3,10000.0,5.0,619.6103,2.0,0.001,1,5,0.0,34.3185,34.3185,122.264,34.3185,34.3185,34.3185,34.3185,34.3185,104.935,104.935,34.3185,34.3185,34.3185,34.3185,34.3185,34.3185,182.925,182.925,34.3185,34.3185,3,"[4, 2, 4]",0.33959040663747253,0.05892520399412836,309.80515274873693
3,10000.0,5.0,1549.0258,5.0,0.001,1,5,0.0,34.3185,34.3185,240.31,265.777,34.3185,34.3185,34.3185,34.3185,104.935,104.935,34.3185,34.3185,34.3185,34.3185,34.3185,34.3185,182.925,182.925,34.3185,34.3185,3,"[4, 2, 4]",0.33959040663747253,0.05892520399412836,309.80515274873693
3,10000.0,5.0,619.6103,2.0,0.001,1,6,0.0,34.3185,34.3185,104.935,221.748,34.3185,34.3185,34.3185,34.3185,104.935,104.935,34.3185,34.3185,34.3185,34.3185,34.3185,34.3185,182.925,182.925,34.3185,34.3185,3,"[4, 2, 4]",0.33959040663747253,0.05892520399412836,309.80515274873693
3,10000.0,5.0,1549.0258,5.0,0.001,1,6,0.0,34.3185,34.3185,97.9882,97.9882,34.3185,34.3185,34.3185,34.3185,104.935,104.935,34.3185,34.3185,34.3185,34.3185,34.3185,34.3185,182.925,182.925,34.3185,34.3185,3,"[4, 2, 4]",0.33959040663747253,0.05892520399412836,309.80515274873693
3,10000.0,5.0,619.6103,2.0,0.001,1,7,0.0,34.3185,34.3185,57.8574,100.858,34.3185,34.3185,34.3185,34.3185,104.935,104.935,34.3185,34.3185,34.3185,34.3185,34.3185,34.3185,182.925,182.925,34.3185,34.3185,3,"[4, 2, 4]",0.33959040663747253,0.05892520399412836,309.80515274873693
3,10000.0,5.0,1549.0258,5.0,0.001,1,7,0.0,34.3185,34.3185,58.1223,72.5215,34.3185,34.3185,34.3185,34.3185,104.935,104.935,34.3185,34.3185,34.3185,34.3185,34.3185,34.3185,182.925,182.925,34.3185,34.3185,3,"[4, 2, 4]",0.33959040663747253,0.05892520399412836,309.80515274873693
3,10000.0,5.0,619.6103,2.0,0.001,1,8,0.0,34.3185,34.3185,104.935,182.925,34.3185,34.3185,34.3185,34.3185,104.935,104.935,34.3185,34.3185,34.3185,34.3185,34.3185,34.3185,182.925,182.925,34.3185,34.3185,3,"[4, 2, 4]",0.33959040663747253,0.05892520399412836,309.80515274873693
3,10000.0,5.0,1549.0258,5.0,0.001,1,8,0.0,34.3185,34.3185,156.929,101.561,34.3185,34.3185,34.3185,34.3185,104.935,104.935,34.3185,34.3185,34.3185,34.3185,34.3185,34.3185,182.925,182.925,34.3185,34.3185,3,"[4, 2, 4]",0.33959040663747253,0.05892520399412836,309.80515274873693
3,10000.0,5.0,619.6103,2.0,0.001,1,9,0.0,34.3185,34.3185,42.8205,137.854,34.3185,34.3185,34.3185,34.3185,104.935,104.935,34.3185,34.3185,34.3185,34.3185,34.3185,34.3185,182.925,182.925,34.3185,34.3185,3,"[4, 2, 4]",0.33959040663747253,0.05892520399412836,309.80515274873693
3,10000.0,5.0,1549.0258,5.0,0.001,1,9,0.0,34.3185,34.3185,51.3226,97.9882,34.3185,34.3185,34.3185,34.3185,104.935,104.935,34.3185,34.3185,34.3185,34.3185,34.3185,34.3185,182.925,182.925,34.3185,34.3185,3,"[4, 2, 4]",0.33959040663747253,0.05892520399412836,309.80515274873693
4,10000.0,5.0,620.0674,2.0,0.001,1,0,0.0,49.8856,49.8856,100.879,153.314,54.1978,54.1978,620.067,620.067,100.879,100.879,620.067,620.067,40.4995,40.4995,620.067,620.067,100.879,100.879,620.067,620.067,3,"[3, 4, 2]",0.4357531682015154,0.026704237777807085,310.03368600484464
4,10000.0,5.0,1550.1684,5.0,0.001,1,0,0.0,75.3824,75.3824,310.034,100.879,54.1978,54.1978,1550.17,1550.17,100.879,100.879,1550.17,1550.17,54.1978,54.1978,1550.17,1550.17,100.879,100.879,1550.17,1550.17,3,"[3, 4, 2]",0.4357531682015154,0.026704237777807085,310.03368600484464
4,10000.0,5.0,620.0674,2.0,0.001,1,1,0.0,26.8012,26.8012,205.456,54.5849,54.1978,54.1978,620.067,620.067,100.879,100.879,620.067,620.067,40.4995,40.4995,620.067,620.067,100.879,100.879,620.067,620.067,3,"[3, 4, 2]",0.4357531682015154,0.026704237777807085,310.03368600484464
4,10000.0,5.0,1550.1684,5.0,0.001,1,1,0.0,26.8012,26.8012,75.3824,49.8856,54.1978,54.1978,1550.17,1550.17,100.879,100.879,1550.17,1550.17,54.1978,54.1978,1550.17,1550.17,100.879,100.879,1550.17,1550.17,3,"[3, 4, 2]",0.4357531682015154,0.026704237777807085,310.03368600484464
4,10000.0,5.0,620.0674,2.0,0.001,1,2,0.0,54.1978,54.1978,620.067,110.382,54.1978,54.1978,620.067,620.067,100.879,100.879,620.067,620.067,40.4995,75.3824,620.067,24.3887,100.879,100.879,620.067,24.3887,3,"[3, 4, 2]",0.4357531682015154,0.026704237777807085,310.03368600484464
4,10000.0,5.0,1550.1684,5.0,0.001,1,2,0.0,54.1978,54.1978,100.879,1550.17,54.1978,54.1978,1550.17,1550.17,100.879,100.879,1550.17,1550.17,54.1978,54.1978,1550.17,24.3887,100.879,100.879,1550.17,24.3887,3,"[3, 4, 2]",0.4357531682015154,0.026704237777807085,310.03368600484464
4,10000.0,5.0,620.0674,2.0,0.001,1,3,0.0,54.1978,54.1978,620.067,153.528,54.1978,54.1978,620.067,620.067,100.879,100.879,620.067,620.067,40.4995,40.4995,620.067,620.067,100.879,100.879,620.067,620.067,3,"[3, 4, 2]",0.4357531682015154,0.026704237777807085,310.03368600484464
4,10000.0,5.0,1550.1684,5.0,0.001,1,3,0.0,100.879,100.879,75.3824,100.879,54.1978,54.1978,1550.17,1550.17,100.879,100.879,1550.17,1550.17,54.1978,54.1978,1550.17,1550.17,100.879,100.879,1550.17,1550.17,3,"[3, 4, 2]",0.4357531682015154,0.026704237777807085,310.03368600484464
4,10000.0,5.0,620.0674,2.0,0.001,1,4,0.0,26.8012,26.8012,75.3824,75.3824,54.1978,54.1978,13.1029,13.1029,100.879,100.879,13.1029,13.1029,40.4995,40.4995,13.1029,13.1029,100.879,100.879,13.1029,13.1029,3,"[3, 4, 2]",0.4357531682015154,0.026704237777807085,310.03368600484464
4,10000.0,5.0,1550.1684,5.0,0.001,1,4,0.0,26.8012,26.8012,205.456,1550.17,54.1978,54.1978,13.1029,13.1029,100.879,100.879,13.1029,13.1029,54.1978,54.1978,13.1029,13.1029,100.879,100.879,13.1029,13.1029,3,"[3, 4, 2]",0.4357531682015154,0.026704237777807085,310.03368600484464
4,10000.0,5.0,620.0674,2.0,0.001,1,5,0.0,24.3887,24.3887,100.879,24.3887,620.067,620.067,620.067,620.067,100.879,100.879,620.067,620.067,620.067,620.067,620.067,620.067,100.879,100.879,620.067,620.067,3,"[3, 4, 2]",0.4357531682015154,0.026704237777807085,310.03368600484464
4,10000.0,5.0,1550.1684,5.0,0.001,1,5,0.0,24.3887,24.3887,49.8856,100.879,1550.17,1550.17,1550.17,1550.17,100.879,100.879,1550.17,1550.17,1550.17,1550.17,1550.17,1550.17,100.879,100.879,1550.17,1550.17,3,"[3, 4, 2]",0.4357531682015154,0.026704237777807085,310.03368600484464
4,10000.0,5.0,620.0674,2.0,0.001,1,6,0.0,75.3824,75.3824,100.879,620.067,54.1978,54.1978,620.067,620.067,100.879,100.879,620.067,620.067,620.067,54.1978,620.067,620.067,100.879,100.879,620.067,620.067,3,"[3, 4, 2]",0.4357531682015154,0.026704237777807085,310.03368600484464
4,10000.0,5.0,1550.1684,5.0,0.001,1,6,0.0,100.879,100.879,1550.17,1550.17,54.1978,54.1978,1550.17,1550.17,100.879,100.879,1550.17,1550.17,54.1978,54.1978,1550.17,1550.17,100.879,100.879,1550.17,1550.17,3,"[3, 4, 2]",0.4357531682015154,0.026704237777807085,310.03368600484464
4,10000.0,5.0,620.0674,2.0,0.001,1,7,0.0,13.1029,13.1029,26.8012,110.382,54.1978,54.1978,13.1029,13.1029,100.879,100.879,13.1029,13.1029,40.4995,54.1978,13.1029,13.1029,100.879,100.879,13.1029,13.1029,3,"[3, 4, 2]",0.4357531682015154,0.026704237777807085,310.03368600484464
4,10000.0,5.0,1550.1684,5.0,0.001,1,7,0.0,26.8012,26.8012,166.567,74.9543,54.1978,54.1978,13.1029,13.1029,100.879,100.879,13.1029,13.1029,54.1978,54.1978,13.1029,13.1029,100.879,100.879,13.1029,13.1029,3,"[3, 4, 2]",0.4357531682015154,0.026704237777807085,310.03368600484464
4,10000.0,5.0,620.0674,2.0,0.001,1,8,0.0,75.3824,75.3824,620.067,75.3824,54.1978,54.1978,620.067,620.067,100.879,100.879,620.067,620.067,40.4995,40.4995,620.067,620.067,100.879,100.879,620.067,620.067,3,"[3, 4, 2]",0.4357531682015154,0.026704237777807085,310.03368600484464
4,10000.0,5.0,1550.1684,5.0,0.001,1,8,0.0,75.3824,75.3824,100.879,75.3824,54.1978,54.1978,1550.17,1550.17,100.879,100.879,1550.17,1550.17,54.1978,54.1978,1550.17,1550.17,100.879,100.879,1550.17,1550.17,3,"[3, 4, 2]",0.4357531682015154,0.026704237777807085,310.03368600484464
